0.00 0 420.0939 197.1915 0.0000 0.0000 
0.00 1 391.5496 399.2200 0.0000 0.0000 
0.00 2 455.8237 98.7757 0.0000 0.0000 
0.00 3 167.6114 384.1148 0.0000 0.0000 
0.00 4 138.8874 276.9850 0.0000 0.0000 
0.00 5 238.6985 314.4355 0.0000 0.0000 
0.00 6 182.3922 256.7005 0.0000 0.0000 
0.00 7 476.1149 458.0975 0.0000 0.0000 
0.00 8 317.8559 358.6485 0.0000 0.0000 
0.00 9 70.8013 303.4844 0.0000 0.0000 
0.00 10 8.1503 121.4434 0.0000 0.0000 
0.00 11 68.6158 402.0884 0.0000 0.0000 
0.00 12 78.3395 200.4722 0.0000 0.0000 
0.00 13 64.8952 54.4044 0.0000 0.0000 
0.00 14 499.4622 109.1285 0.0000 0.0000 
0.00 15 256.4662 419.5561 0.0000 0.0000 
0.00 16 306.3199 148.0158 0.0000 0.0000 
0.00 17 318.7761 262.1436 0.0000 0.0000 
0.00 18 246.7915 486.3875 0.0000 0.0000 
0.00 19 146.2584 385.6789 0.0000 0.0000 
0.00 20 263.3725 384.9569 0.0000 0.0000 
0.00 21 200.1143 445.7647 0.0000 0.0000 
0.00 22 141.6574 176.2292 0.0000 0.0000 
0.00 23 403.8623 459.5132 0.0000 0.0000 
0.00 24 34.8776 474.6635 0.0000 0.0000 
0.00 25 262.9977 43.0279 0.0000 0.0000 
0.00 26 96.1069 331.6135 0.0000 0.0000 
0.00 27 445.1163 174.4465 0.0000 0.0000 
0.00 28 32.0857 10.0115 0.0000 0.0000 
0.00 29 228.8509 31.5479 0.0000 0.0000 
0.00 30 119.1400 485.3170 0.0000 0.0000 
0.00 31 451.1040 425.4599 0.0000 0.0000 
0.00 32 133.3329 269.8802 0.0000 0.0000 
0.00 33 187.6035 380.1244 0.0000 0.0000 
0.00 34 256.2677 333.8619 0.0000 0.0000 
0.00 35 265.8032 19.6402 0.0000 0.0000 
0.00 36 218.8188 465.9175 0.0000 0.0000 
0.00 37 465.4049 360.4762 0.0000 0.0000 
0.00 38 142.1467 369.2672 0.0000 0.0000 
0.00 39 319.9894 177.0243 0.0000 0.0000 
0.00 40 343.9307 82.9871 0.0000 0.0000 
0.00 41 220.0523 440.0376 0.0000 0.0000 
0.00 42 414.6006 165.1686 0.0000 0.0000 
0.00 43 114.4841 446.6862 0.0000 0.0000 
0.00 44 175.1801 343.3349 0.0000 0.0000 
0.00 45 478.2341 294.3201 0.0000 0.0000 
0.00 46 328.6520 429.3382 0.0000 0.0000 
0.00 47 219.7800 461.9849 0.0000 0.0000 
0.00 48 199.2183 407.3835 0.0000 0.0000 
0.00 49 342.1093 455.4860 0.0000 0.0000 
0.00 50 241.2453 107.9125 0.0000 0.0000 
0.00 51 475.1262 460.0641 0.0000 0.0000 
0.00 52 73.8300 440.5311 0.0000 0.0000 
0.00 53 320.5403 215.9767 0.0000 0.0000 
0.00 54 309.7982 140.5297 0.0000 0.0000 
0.00 55 393.0010 153.7289 0.0000 0.0000 
0.00 56 223.5168 113.0533 0.0000 0.0000 
0.00 57 93.7666 138.1173 0.0000 0.0000 
0.00 58 278.2219 208.2506 0.0000 0.0000 
0.00 59 84.8035 453.4019 0.0000 0.0000 
0.00 60 51.5856 63.0377 0.0000 0.0000 
0.00 61 247.7220 380.2376 0.0000 0.0000 
0.00 62 492.3758 467.5020 0.0000 0.0000 
0.00 63 342.2225 191.5942 0.0000 0.0000 
0.00 64 374.8854 184.3318 0.0000 0.0000 
0.00 65 147.0802 116.1308 0.0000 0.0000 
0.00 66 292.2443 122.2064 0.0000 0.0000 
0.00 67 76.1949 366.0742 0.0000 0.0000 
0.00 68 62.7374 396.7352 0.0000 0.0000 
0.00 69 82.0510 372.5357 0.0000 0.0000 
